time_offset_s,mse_m2
-494.83169999999996,1.4301223382470758
-494.33169999999996,1.4990179056584085
-493.83169999999996,1.5698925242482606
-493.33169999999996,1.642472498073388
-492.83169999999996,1.7170317752917768
-492.33169999999996,1.7932670646155422
-491.83169999999996,1.8714819051250162
-491.33169999999996,1.9513419527988247
-490.83169999999996,2.0331817950285576
-490.33169999999996,2.116634589750761
-489.83169999999996,2.2020674179789372
-489.33169999999996,2.28907950695925
-488.83169999999996,2.3780718639794616
-488.33169999999996,2.4686083661823948
-487.83169999999996,2.5611253665490348
-487.33169999999996,2.6551499865110944
-486.83169999999996,2.751155330358496
-486.33169999999996,2.8486303725736772
-485.83169999999996,2.9480863600035287
-485.33169999999996,3.0489727438713943
-484.83169999999996,3.1518402899027134
-484.33169999999996,3.2560975652331265
-483.83169999999996,3.3623362153088663
-483.33169999999996,3.4699225783772265
-482.83169999999996,3.57949052442136
-482.33169999999996,3.690362834567957
-481.83169999999996,3.8032169315866544
-481.33169999999996,3.917330728353545
-480.83169999999996,4.033426511573857
-480.33169999999996,4.150736032372461
-479.83169999999996,4.270027734911681
-479.33169999999996,4.390485933214069
-478.83169999999996,4.5129265042727615
-478.33169999999996,4.636485068319379
-477.83169999999996,4.762026191890832
-477.33169999999996,4.888635563907244
-476.83169999999996,5.0172276779958915
-476.33169999999996,5.146837073910882
-475.83169999999996,5.278429390252063
-475.33169999999996,5.410986819909235
-474.83169999999996,5.545527344182424
-474.33169999999996,5.680979632037257
-473.83169999999996,5.818415184564719
-473.33169999999996,5.956707990858845
-472.83169999999996,6.096984227781474
-472.33169999999996,6.2380620701857135
-471.83169999999996,6.381123505107597
-471.33169999999996,6.524929780825153
-470.83169999999996,6.670719806918273
-470.33169999999996,6.817196815239251
-469.83169999999996,6.965657727799459
-469.33169999999996,7.114746693097731
-468.83169999999996,7.265819712543052
-468.33169999999996,7.417460807706277
-467.83169999999996,7.57108610300833
-467.33169999999996,7.725218473291819
-466.83169999999996,7.881335185831023
-466.33169999999996,8.037896973125884
-465.83169999999996,8.196443240960946
-465.33169999999996,8.355371608466847
-464.83169999999996,8.51628459100881
-464.33169999999996,8.67751574830153
-463.83169999999996,8.840731651382569
-463.33169999999996,9.004200879866284
-462.83169999999996,9.16965498119321
-462.33169999999996,9.335296659927403
-461.83169999999996,9.502923334909745
-461.33169999999996,9.670670966800374
-460.83169999999996,9.840403714742697
-460.33169999999996,10.010189953087204
-459.83169999999996,10.181961423735203
-459.33169999999996,10.35371809911073
-458.83169999999996,10.52746011954051
-458.33169999999996,10.701118267024603
-457.83169999999996,10.876761868864403
-457.33169999999996,11.052251755577277
-456.83169999999996,11.229727202550734
-456.33169999999996,11.406978355508183
-455.83169999999996,11.586215171288146
-455.33169999999996,11.76515640555385
-454.83169999999996,11.946083401915626
-454.33169999999996,12.126642849041698
-453.83169999999996,12.309188154304437
-453.33169999999996,12.491293291048777
-452.83169999999996,12.675384378793662
-452.33169999999996,12.858962056102673
-451.83169999999996,13.044525774156396
-451.33169999999996,13.229502246401436
-450.83169999999996,13.416464846073413
-450.33169999999996,13.602765800529319
-449.83169999999996,13.791052966090888
-449.33169999999996,13.978603552644767
-448.83169999999996,14.168140431038648
-448.33169999999996,14.356865292117039
-447.83169999999996,14.547576522885116
-447.33169999999996,14.73739982358757
-446.83169999999996,14.929209569005028
-446.33169999999996,15.12005502743203
-445.83169999999996,15.312887002835827
-445.33169999999996,15.504677920598924
-444.83169999999996,15.698455424898405
-444.33169999999996,15.891114717800342
-443.83169999999996,16.085760664157824
-443.33169999999996,16.279210893030378
-442.83169999999996,16.474647839699397
-442.33169999999996,16.66881124138661
-441.83169999999996,16.864961422695504
-441.33169999999996,17.05975994116985
-440.83169999999996,17.256545298638276
-440.33169999999996,17.451900616237335
-439.83169999999996,17.649242829813225
-439.33169999999996,17.845076398584382
-438.83169999999996,18.042896917988873
-438.33169999999996,18.239129991129406
-437.83169999999996,18.437350067297153
-437.33169999999996,18.63390373067721
-436.83169999999996,18.832444447279514
-436.33169999999996,19.029239651035304
-435.83169999999996,19.228021956073402
-435.33169999999996,19.4249795462579
-434.83169999999996,19.62392428371382
-434.33169999999996,19.8209650339924
-433.83169999999996,20.019992975524577
-433.33169999999996,20.217037618902804
-432.83169999999996,20.4160694955739
-432.33169999999996,20.61303875614477
-431.83169999999996,20.811995290168884
-431.33169999999996,21.008809914866813
-430.83169999999996,21.20761185136339
-430.33169999999996,21.404192641712203
-429.83169999999996,21.602760780453917
-429.33169999999996,21.799028624296124
-428.83169999999996,21.997283851438
-428.33169999999996,22.193159754632614
-427.83169999999996,22.39102307440966
-427.33169999999996,22.586428192485883
-426.83169999999996,22.783820758866558
-426.33169999999996,22.978676428620616
-425.83169999999996,23.175519576903376
-425.33169999999996,23.369747347925813
-424.83169999999996,23.565962626266163
-424.33169999999996,23.759484292387
-423.83169999999996,23.954993493242284
-423.33169999999996,24.147731123881393
-422.83169999999996,24.342456315360813
-422.33169999999996,24.53433228677097
-421.83169999999996,24.728195843878183
-421.33169999999996,24.919132870268125
-420.83169999999996,25.112057506023984
-420.33169999999996,25.301978670549268
-419.83169999999996,25.49388746698206
-419.33169999999996,25.68271625259092
-418.83169999999996,25.87353269158184
-418.33169999999996,26.06119301170399
-417.83169999999996,26.25084100567535
-417.33169999999996,26.437257234741214
-416.83169999999996,26.62566115717513
-416.33169999999996,26.810758160953316
-415.83169999999996,26.99784287672858
-415.33169999999996,27.181546042469456
-414.83169999999996,27.367236938004456
-414.33169999999996,27.549472204377633
-413.83169999999996,27.733695217567206
-413.33169999999996,27.914389104380973
-412.83169999999996,28.097070754315144
-412.33169999999996,28.27615039200595
-411.83169999999996,28.457217808458694
-411.33169999999996,28.634610967338702
-410.83169999999996,28.81399192001477
-410.33169999999996,28.989627039265915
-409.83169999999996,29.167249966794095
-409.33169999999996,29.34105618319685
-408.83169999999996,29.516850221857965
-408.33169999999996,29.68875739824335
-407.83169999999996,29.8626524104214
-407.33169999999996,30.032591163834756
-406.83169999999996,30.20451776617991
-406.33169999999996,30.3724194957452
-405.83169999999996,30.542309087037168
-405.33169999999996,30.70810600151048
-404.83169999999996,30.875890790211173
-404.33169999999996,31.039515935212496
-403.83169999999996,31.205128966696826
-403.33169999999996,31.36651625160904
-402.83169999999996,31.529891435063007
-402.33169999999996,31.688975659587268
-401.83169999999996,31.850047794562418
-401.33169999999996,32.00676467491943
-400.83169999999996,32.165469477533065
-400.33169999999996,32.319755672299415
-399.83169999999996,32.47602980107003
-399.33169999999996,32.62782293663948
-398.83169999999996,32.78160401794698
-398.33169999999996,32.9308427136063
-397.83169999999996,33.0820693667668
-397.33169999999996,33.228693259376094
-396.83169999999996,33.37730512132123
-396.33169999999996,33.521254889588846
-395.83169999999996,33.6671926391396
-395.33169999999996,33.80841002748184
-394.83169999999996,33.95161540920719
-394.33169999999996,34.09004325118324
-393.83169999999996,34.23045909883395
-393.33169999999996,34.366041340146516
-392.83169999999996,34.50361159965475
-392.33169999999996,34.63629332070725
-391.83169999999996,34.77096307274259
-391.33169999999996,34.900690510743765
-390.83169999999996,35.03240599281669
-390.33169999999996,35.15912656342369
-389.83169999999996,35.28783519152757
-389.33169999999996,35.41149751001886
-388.83169999999996,35.53714789980172
-388.33169999999996,35.65770180177128
-387.83169999999996,35.78024378922878
-387.33169999999996,35.89764035079319
-386.83169999999996,36.017025012474605
-386.33169999999996,36.131216569984915
-385.83169999999996,36.24739624270384
-385.33169999999996,36.358336411954305
-384.83169999999996,36.47126471199623
-384.33169999999996,36.57890840692209
-383.83169999999996,36.688540248740956
-383.33169999999996,36.792843699597796
-382.83169999999996,36.899135313994236
-382.33169999999996,37.00005608501154
-381.83169999999996,37.10296503678519
-381.33169999999996,37.20046204328698
-380.83169999999996,37.29994724835599
-380.33169999999996,37.393980773341625
-379.83169999999996,37.49000251532224
-379.33169999999996,37.58053422550071
-378.83169999999996,37.67305417174043
-378.33169999999996,37.76004713301164
-377.83169999999996,37.84902835006927
-377.33169999999996,37.93244704244607
-376.83169999999996,38.017854011012616
-376.33169999999996,38.09766434297753
-375.83169999999996,38.17946297223174
-375.33169999999996,38.255632294522634
-374.83169999999996,38.33378993591545
-374.33169999999996,38.406287054734456
-373.83169999999996,38.480772515196875
-373.33169999999996,38.549567704837386
-372.83169999999996,38.620351259406185
-372.33169999999996,38.68541627429261
-371.83169999999996,38.75246967814903
-371.33169999999996,38.813777764284644
-370.83169999999996,38.877074264201056
-370.33169999999996,38.934600170019074
-369.83169999999996,38.99411451520893
-369.33169999999996,39.04783450182265
-368.83169999999996,39.10354295418948
-368.33169999999996,39.15343480503706
-367.83169999999996,39.20531514881819
-367.33169999999996,39.25135817869842
-366.83169999999996,39.29938972949958
-366.33169999999996,39.34156479299471
-365.83169999999996,39.38572840621181
-365.33169999999996,39.42401790549424
-364.83169999999996,39.46429598411894
-364.33169999999996,39.49868387613836
-363.83169999999996,39.53506037794419
-363.33169999999996,39.565532180992435
-362.83169999999996,39.597992625098584
-362.33169999999996,39.624535424749396
-361.83169999999996,39.65306689755942
-361.33169999999996,39.6756693519807
-360.83169999999996,39.70026051249377
-360.33169999999996,39.71891285713019
-359.83169999999996,39.7395539416227
-359.33169999999996,39.75424799324665
-358.83169999999996,39.770930819322196
-358.33169999999996,39.78165997945146
-357.83169999999996,39.794377949457534
-357.33169999999996,39.801137207138275
-356.83169999999996,39.809885310948275
-356.33169999999996,39.81267124490209
-355.83169999999996,39.81744606206153
-355.33169999999996,39.81625684219569
-354.83169999999996,39.817056543431455
-354.33169999999996,39.81189193171173
-353.83169999999996,39.80871627980406
-353.33169999999996,39.799577630489615
-352.83169999999996,39.79242798050614
-352.33169999999996,39.77931823974646
-351.83169999999996,39.768197538638226
-351.33169999999996,39.75112124343204
-350.83169999999996,39.73603402899171
-350.33169999999996,39.71499730550848
-349.83169999999996,39.69594970469094
-349.33169999999996,39.67096026595528
-348.83169999999996,39.647959992561375
-348.33169999999996,39.61902713550149
-347.83169999999996,39.59208348722568
-347.33169999999996,39.55921808908688
-346.83169999999996,39.52834194392999
-346.33169999999996,39.49155645805455
-345.83169999999996,39.45676027010304
-345.33169999999996,39.416068721078275
-344.83169999999996,39.37736651565153
-344.33169999999996,39.33278449382771
-343.83169999999996,39.29019186199546
-343.33169999999996,39.241736517375955
-342.83169999999996,39.19527060984769
-342.33169999999996,39.142960645353526
-341.83169999999996,39.09264016574259
-341.33169999999996,39.03649582985429
-340.83169999999996,38.98234102731899
-340.33169999999996,38.92238410609835
-339.83169999999996,38.86441676736337
-339.33169999999996,38.800670575858476
-338.83169999999996,38.73891401661935
-338.33169999999996,38.671403389656156
-337.83169999999996,38.60588244537042
-337.33169999999996,38.534633727734686
-336.83169999999996,38.465374743803295
-336.33169999999996,38.39041577981649
-335.83169999999996,38.31744660115937
-335.33169999999996,38.23880672365286
-334.83169999999996,38.162156683682724
-334.33169999999996,38.07986670237462
-333.83169999999996,37.99956661137351
-333.33169999999996,37.91365880065269
-332.83169999999996,37.829740933555605
-332.33169999999996,37.740249019677826
-331.83169999999996,37.652747103268624
-331.33169999999996,37.559706250969775
-330.83169999999996,37.46865545049417
-330.33169999999996,37.372102249025964
-329.83169999999996,37.27753915422699
-329.33169999999996,37.17751160282077
-328.83169999999996,37.07947421340241
-328.33169999999996,36.976011706166595
-327.83169999999996,36.87453941669112
-327.33169999999996,36.76768272694864
-326.83169999999996,36.66281631117383
-326.33169999999996,36.55260757524545
-325.83169999999996,36.44438916990791
-325.33169999999996,36.33087187034808
-324.83169999999996,36.219344958399056
-324.33169999999996,36.10256390669098
-323.83169999999996,35.98777329999133
-323.33169999999996,35.867774618708026
-322.83169999999996,35.74976644018938
-322.33169999999996,35.62659754462793
-321.83169999999996,35.505419209926934
-321.33169999999996,35.37912878922321
-320.83169999999996,35.25482898779636
-320.33169999999996,35.12546698552779
-319.83169999999996,34.99809566125428
-319.33169999999996,34.865713255538274
-318.83169999999996,34.73532158681862
-318.33169999999996,34.59997116991478
-317.83169999999996,34.46661154927317
-317.33169999999996,34.32834670669725
-316.83169999999996,34.19207271989569
-316.33169999999996,34.05094820905371
-315.83169999999996,33.91181461372643
-315.33169999999996,33.767886342077446
-314.83169999999996,33.62594904589396
-314.33169999999996,33.479274048650296
-313.83169999999996,33.33459008701589
-313.33169999999996,33.18522650438956
-312.83169999999996,33.03785401769207
-312.33169999999996,32.88586107169666
-311.83169999999996,32.73585928210874
-311.33169999999996,32.58129725292584
-310.83169999999996,32.4287264407718
-310.33169999999996,32.27165664269161
-309.83169999999996,32.11657812238841
-309.33169999999996,31.95706287933394
-308.83169999999996,31.799538974915922
-308.33169999999996,31.63764159556069
-307.83169999999996,31.477735615797744
-307.33169999999996,31.31352036828692
-306.83169999999996,31.15129658140611
-306.33169999999996,30.984828667691087
-305.83169999999996,30.82035227571183
-305.33169999999996,30.6516978055086
-304.83169999999996,30.485034918201624
-304.33169999999996,30.314260882583348
-303.83169999999996,30.145478491063823
-303.33169999999996,29.972652735698066
-302.83169999999996,29.801818685663555
-302.33169999999996,29.62700988370501
-301.83169999999996,29.454192848328802
-301.33169999999996,29.27747047297823
-300.83169999999996,29.102739925469
-300.33169999999996,28.92417422220947
-299.83169999999996,28.747600408048235
-299.33169999999996,28.567262366569622
-298.83169999999996,28.388916275435005
-298.33169999999996,28.206877601258117
-297.83169999999996,28.021218856761685
-297.33169999999996,27.832013631951952
-296.83169999999996,27.642105053462
-296.33169999999996,27.451511989874437
-295.83169999999996,27.260253369994075
-295.33169999999996,27.068348180634377
-294.83169999999996,26.87581546496783
-294.33169999999996,26.68267432030701
-293.83169999999996,26.48894389644132
-293.33169999999996,26.29464339341341
-292.83169999999996,26.099792059843043
-292.33169999999996,25.90440919069972
-291.83169999999996,25.708514125614403
-291.33169999999996,25.5121262466492
-290.83169999999996,25.31526497659772
-290.33169999999996,25.11794977675258
-289.83169999999996,24.920200145195228
-289.33169999999996,24.72203561456207
-288.83169999999996,24.52347575032453
-288.33169999999996,24.32454014855463
-287.83169999999996,24.125248434196052
-287.33169999999996,23.925620258830026
-286.83169999999996,23.725675298938146
-286.33169999999996,23.52543325366936
-285.83169999999996,23.324913843095388
-285.33169999999996,23.124136805979607
-284.83169999999996,22.923121898025848
-284.33169999999996,22.72188888964998
-283.83169999999996,22.52045756422291
-283.33169999999996,22.318847715845664
-282.83169999999996,22.117079147587397
-282.33169999999996,21.91517166926476
-281.83169999999996,21.713145095675703
-281.33169999999996,21.511019244383956
