time_s,sensor,innovation_x,innovation_y,nis,pre_gate_nis,measurement_covariance_scale
445.00761939367794,2,0.0,0.0,0.0,0.0,1.0
445.20761939367793,2,2.9490479617575005,-4.95761456360742,2.000186833347252,2.000186833347252,1.0
445.4076193936779,2,3.522098401419349,2.249403191498219,1.480228509270165,1.480228509270165,1.0
445.60761939367796,2,-0.5291996007592559,-6.11336050137027,2.995442526728671,2.995442526728671,1.0
445.80761939367795,2,-6.113721257059147,3.5243276235717653,4.673705867352638,4.673705867352638,1.0
446.00761939367794,2,-1.5781662718675022,2.7448554826667686,0.8429964748685305,0.8429964748685305,1.0
446.20761939367793,2,2.374716553851016,2.398651687279332,0.9725175495908711,0.9725175495908711,1.0
446.4076193936779,2,-1.469077802267023,-5.620911226165953,2.5682066220721538,2.5682066220721538,1.0
446.60761939367796,2,2.2287103514757263,1.2774863730758281,0.5542053918829919,0.5542053918829919,1.0
446.80761939367795,2,2.58284364579832,-0.7860621901144977,0.6183740141550372,0.6183740141550372,1.0
447.00761939367794,2,-2.2618641640533994,3.853928688409457,1.4844213224206475,1.4844213224206475,1.0
447.20761939367793,2,-1.4579371010209599,1.3618299069458681,0.31090328329596917,0.31090328329596917,1.0
447.4076193936779,2,2.277104565080876,1.9145834758825289,0.6981823016022052,0.6981823016022052,1.0
447.60761939367796,2,2.250292957412235,-2.713131667632724,0.9489229155095434,0.9489229155095434,1.0
447.80761939367795,2,-2.523782512834444,0.15645724375140357,0.5465940903369712,0.5465940903369712,1.0
448.00761939367794,2,2.2325344414612758,-9.38786973747723,6.6563190261300775,6.6563190261300775,1.0
448.20761939367793,2,-4.896307061169004,2.541199476143246,2.521784177352456,2.521784177352456,1.0
448.4076193936779,2,-2.089711281250402,-1.4493639863597698,0.5263467579858041,0.5263467579858041,1.0
448.60761939367796,2,3.7962926309724025,0.9385324140619291,1.3101680278996164,1.3101680278996164,1.0
448.80761939367795,2,4.390106213264161,2.128865183887248,1.9953593171218305,1.9953593171218305,1.0
449.00761939367794,2,3.8191310479771516,-5.08048982303689,3.113392040059908,3.113392040059908,1.0
449.20761939367793,2,-6.509990050376892,-1.058970886293755,3.769387525497516,3.769387525497516,1.0
449.4076193936779,2,-1.4793741448766582,3.029652763266236,0.8488742526991275,0.8488742526991275,1.0
449.60761939367796,2,2.0528132018783154,6.233790007304684,3.1567984587532503,3.1567984587532503,1.0
449.80761939367795,2,4.986825150171697,1.968731592481442,2.4505032775207525,2.4505032775207525,1.0
450.00761939367794,2,-6.611388722554679,2.8708925818784947,4.4130071767308205,4.4130071767308205,1.0
450.20761939367793,2,-1.9239717882493252,-0.9548195589554049,0.3892965115198842,0.3892965115198842,1.0
450.4076193936779,2,1.8498602808960811,-3.9290161171281865,1.4102324953772358,1.4102324953772358,1.0
450.60761939367796,2,0.5794628039616754,-1.224154937616015,0.13725868744688155,0.13725868744688155,1.0
450.80761939367795,2,1.7151918450743935,-3.92669025294885,1.367734313077447,1.367734313077447,1.0
451.00761939367794,2,-6.071620248289477,4.844383009989628,4.9173882139515666,4.9173882139515666,1.0
451.20761939367793,2,2.9455680191464353,2.531038627476268,1.2210533100815195,1.2210533100815195,1.0
451.4076193936779,2,-0.9845462273794681,-3.590865213175691,1.0137116096460894,1.0137116096460894,1.0
451.60761939367796,2,0.7716555163520695,-2.517741974488894,0.508797093372904,0.508797093372904,1.0
451.80761939367795,2,-0.07158428059154431,3.931232668240627,1.1138324094132563,1.1138324094132563,1.0
452.00761939367794,2,3.0058386813347155,6.160353821352283,3.525233356532879,3.525233356532879,1.0
452.20761939367793,2,2.855514440224006,-1.2657762143340139,0.8294495581468315,0.8294495581468315,1.0
452.4076193936779,2,0.47952258362504807,-1.0684343682280537,0.10238089905742417,0.10238089905742417,1.0
452.60761939367796,2,-6.944340035649603,-5.341776709501132,6.278837605590828,6.278837605590828,1.0
452.80761939367795,2,-3.794832681701074,0.11192710777929227,1.2620042118528871,1.2620042118528871,1.0
453.00761939367794,2,-2.28935979078841,-6.298532818512109,3.3173014941797105,3.3173014941797105,1.0
453.20761939367793,2,3.067167609873586,-2.7375368596743668,1.3638100327838703,1.3638100327838703,1.0
453.4076193936779,2,4.761749314355839,1.0089907370952826,2.059054510724037,2.059054510724037,1.0
453.60761939367796,2,-1.2875358590113848,5.544243891517575,2.3599534410419625,2.3599534410419625,1.0
453.80761939367795,2,-1.3939953561328338,-1.5115359503301042,0.3348014668651727,0.3348014668651727,1.0
454.00761939367794,2,-0.28053100956326915,-2.011805339967343,0.2985158756905713,0.2985158756905713,1.0
454.20761939367793,2,1.005608523591782,1.7284677107096316,0.3038283005414735,0.3038283005414735,1.0
454.4076193936779,2,-3.687322644211669,1.326410440934558,1.3174989049963886,1.3174989049963886,1.0
454.60761939367796,2,2.178768782435178,3.4691619529815836,1.2829045072805838,1.2829045072805838,1.0
454.80761939367795,2,-2.1015448370229493,-0.3099580222541881,0.39370758349714924,0.39370758349714924,1.0
455.00761939367794,2,5.147983728496719,-0.7527759804399264,2.361788062240255,2.361788062240255,1.0
455.20761939367793,2,5.024346743734412,3.7230168851744465,3.2095440759591147,3.2095440759591147,1.0
455.4076193936779,2,2.2685767383691626,-2.9744689496464103,1.0882086495288,1.0882086495288,1.0
455.60761939367796,2,2.928831367739555,4.29682063832081,2.0815563714392304,2.0815563714392304,1.0
455.80761939367795,2,1.4653084243259826,-0.49752381739523394,0.20587630962398729,0.20587630962398729,1.0
456.00761939367794,2,-7.533086311652056,-4.986997034779574,6.761808506454665,6.761808506454665,1.0
456.20761939367793,2,0.7883904084343243,4.1954282445092534,1.3227043229107072,1.3227043229107072,1.0
456.4076193936779,2,-1.866144583520331,5.8057964672137565,2.733739057408399,2.733739057408399,1.0
456.60761939367796,2,3.418145290800183,-0.01097023875433667,1.0232442353466888,1.0232442353466888,1.0
456.80761939367795,2,0.11945792660908694,-4.27404847326764,1.3174993526304748,1.3174993526304748,1.0
457.00761939367794,2,-2.195920389287089,-0.30172550665613995,0.42886635768078846,0.42886635768078846,1.0
457.20761939367793,2,-0.8577553431736007,-3.967551579027718,1.1986743467438374,1.1986743467438374,1.0
457.4076193936779,2,-6.713416577750877,-7.129037071579288,7.60916101386705,7.60916101386705,1.0
457.60761939367796,2,-4.020639758718573,-0.7932769107059316,1.4610883994124249,1.4610883994124249,1.0
457.80761939367795,2,1.555022532838258,-0.3358231935570424,0.21989794126364348,0.21989794126364348,1.0
458.00761939367794,2,0.2795722960468936,-0.1920959959308426,0.009504018474224104,0.009504018474224104,1.0
458.20761939367793,2,-1.366080057164588,-0.8105227384506111,0.21077165314373292,0.21077165314373292,1.0
458.4076193936779,2,0.428221805828386,6.479618637058879,3.041291354001162,3.041291354001162,1.0
458.60761939367796,2,9.327655827868483,1.024720106092195,7.695397061624721,7.695397061624721,1.0
458.80761939367795,2,-5.2822079009592855,1.7739148818270414,2.670314855223186,2.670314855223186,1.0
